id,en,tw,status,comment
636,trip,"(v.4) 絆,絆倒;失足,犯錯誤;旅行",,1
637,trouble,(v.7) 麻煩;煩惱;費心,,1
638,TRUE,"(v.4) 配準,擺正",,1
639,try,(v.3) 試做,,1
640,turn,(v.4) 轉,,1
641,understand,(v.10) 了解,,1
642,up,(v.2) 提高;增加;舉起;突然站起,,1
643,use,(v.3) 利用,,1
644,view,(v.4) 察看;將...看成是,,1
645,visit,(v.5) 訪問,,1
646,voice,"(v.5) (用言語)表達,說出",,1
647,wait,(v.4) 等候,,1
648,walk,(v.4) 走路,,1
649,wall,(v.4) 用牆圍住,,1
650,want,(v.4) 想要,,1
651,war,"(v.3) 戰爭,打仗;鬥爭;對抗",,1
652,warm,(v.4) 使暖和,,1
653,wash,(v.4) 洗,,1
654,waste,(v.5) 浪費,,1
655,watch,(v.5) 注意看,,1
656,water,(v.5) 給...澆水;加水稀釋;流口水,,1
657,wear,"(v.4) 穿著, 磨損, 使力竭",,1
658,weather,(v.7) 經受到;使風化;褪色;損壞,,1
659,weekend,(v.7) 度週末,,1
660,weigh,(v.5) 稱...的重量,,1
661,welcome,(v.7) 歡迎,,1
662,while,"(v.5) 消磨(時光),輕鬆地度過",,1
663,will,"(v.4) 將;願,要;能;願意",,1
664,win,(v.3) 贏得,,1
665,wind,"(v.4) 纏繞;包,裹;蜿蜒;迂迴",,1
666,wine,(v.4) 喝酒,,1
667,wish,(v.4) 祝福,,1
668,word,(v.4) 用言詞表達,,1
669,work,(v.4) 工作; 運轉,,1
670,worm,(v.4) 蠕動;潛行;鑽入,,1
671,worry,(v.5) 擔心,,1
672,worst,"(v.5) 最壞地,最惡劣地;最不利地",,1
673,write,(v.5) 寫,,1
674,wrong,"(v.5) 冤枉,委屈;無禮地對待",,1
675,yellow,"(v.6) 使變黃,使發黃",,1
676,zero,(v.4) 把...調整歸零,,1
677,can,(v.3) 能,,1
678,cannot,(v.6) 不能,,1
679,do,"(v.2) 構成否定句,疑問句,或強調句",,1
680,have,(v.4) 已經,,1
681,may,(v.3) 可能,,1
682,must,(v.4) 必須,,1
683,need,"(v.4) (用於疑問句和否定句)需要,必須",,1
684,shall,(v.5) 將;應該,,1
685,will,(v.4) 將,,1
686,about,(adv.5) 在四周;在附近;大約,,1
687,above,(adv.5) 在上面;在上文;更高,,1
688,across,(adv.6) 橫過;寬;在對面;向對面,,1
689,after,"(adv.5) 以後,之後;在後面,隨後",,1
690,again,(adv.5) 再一次,,1
691,ago,(adv.3) 以前,,1
692,ahead,(adv.5) 在前;向前;預先;事前,,1
693,all,(adv.3) 完全地;(比分等)雙方相等,,1
694,almost,(adv.6) 幾乎,,1
695,alone,(adv.5) 單獨地;獨自地,,1
696,along,(adv.5) 向前;一起;帶著;來到;去到,,1
697,already,(adv.7) 已經,,1
698,also,(adv.4) 也,,1
699,always,(adv.6) 總是,,1
700,any,"(adv.3) (用於疑問句,否定句,if子句中)少許,稍微",,1
701,around,"(adv.6) 到處,四處;周圍,附近;環繞;大約",,1
702,as,"(adv.2) 跟...一樣地,同樣地;如同;例如",,1
703,away,(adv.4) 離開,,1
704,back,(adv.4) 回原處,,1
705,before,(adv.6) 較早;以前;曾經;在前;向前,,1
706,behind,(adv.6) 在背後;向背後;遲;落後,,1
707,below,(adv.5) 在下面;到下面,,1
708,best,(adv.4) 最好地;最適當地;最;極,,1
709,better,(adv.6) 更好地;更適當地,,1
710,between,(adv.7) 在中間;介乎兩者之間,,1
711,both,(adv.4) 並;又;兩者皆,,1
712,bright,(adv.6) 明亮地;歡快地,,1
713,but,"(adv.3) 只,僅僅,才;絕對地",,1
714,by,(adv.2) 經過;過去;在旁邊,,1
715,clean,"(adv.5) 完全地,全然地;乾淨地",,1
716,clear,"(adv.5) 清晰地,明瞭地",,1
717,close,"(adv.5) 接近,靠近地;緊密地,緊緊地",,1
718,dear,"(adv.4) 疼愛地;高價地,昂貴地",,1
719,deep,"(adv.4) 深深地;晚,遲",,1
720,direct,(adv.6) 筆直地;直接地;直達地,,1
721,down,"(adv.4) 向下;下降;(境況)變差;減少,減弱",,1
722,downstairs,(adv.10) 樓下地,,1
723,each,(adv.4) 各個(地);各自(地);每一個,,1
724,early,(adv.5) 早;提早,,1
725,east,(adv.4) 向東方,,1
726,either,(adv.6) 也,,1
727,else,"(adv.4) 其他,另外;否則,要不然",,1
728,enough,"(adv.6) 足夠地;充分地;很,十分",,1
729,even,(adv.4) 即使,,1
730,ever,(adv.4) 從來;曾經,,1
731,far,(adv.3) 遠;遙遠地;久遠地,,1
732,fast,"(adv.4) 快,迅速;緊緊地,牢固地;接近著",,1
733,fine,(adv.4) 細微地;精巧地;很好地;妙,,1
734,first,"(adv.5) 先,首先;第一;首次",,1
735,free,(adv.4) 免費地;無約束地;鬆開著;脫開著,,1
736,good,(adv.4) (非正式) well,,1
737,half,(adv.4) 部分地;相當地;一半地;幾乎,,1
738,hard,(adv.4) 辛苦地;猛烈地;牢固地,,1
739,here,(adv.4) 在這裡,,1
740,high,(adv.4) 高;強烈地;高聲地,,1
741,home,(adv.4) 在家;回家;到家,,1
742,how,(adv.3) 如何,,1
743,in,(adv.2) 進;在裡頭;在家,,1
744,inside,(adv.6) 在裡面;往裡面,,1
745,just,(adv.4) 正好;剛才,,1
746,last,(adv.4) 最後地,,1
747,late,"(adv.4) 遲到,來不及;晚",,1
748,least,(adv.5) 最小;最少;最不,,1
749,left,(adv.4) 在左邊;向左,,1
750,less,"(adv.4) 較小地,較少地;不如",,1
751,light,(adv.5) 輕地;輕裝地,,1
752,likely,(adv.6) 很可能,,1
753,little,(adv.6) 一點點,,1
754,long,(adv.4) 長久地;始終,,1
755,loud,"(adv.4) 大聲地,響亮地",,1
756,low,"(adv.3) 低,向下地;低聲地;低價地",,1
757,maybe,(adv.5) 可能;也許,,1
758,more,(adv.4) 更多;另外;再,,1
759,most,"(adv.4) 最;最多;非常,很",,1
760,much,"(adv.4) 非常;很;差不多,幾乎",,1
761,near,(adv.4) 近地,,1
762,never,(adv.5) 永不,,1
763,next,"(adv.4) 接下去,然後;下次;第二",,1
764,no,(adv.2) 不,,1
765,nope,(adv.4) (否定的答話)不是;沒有;不可以,,1
766,north,(adv.5) 向北方,,1
767,not,(adv.3) 不,,1
768,now,(adv.3) 現在,,1
769,O.K.,(adv.4) 尚可;挺好;對吧,,1
770,off,(adv.3) 脫下,,1
771,often,(adv.5) 常常,,1
772,OK,(adv.2) 尚可;挺好;對吧,,1
773,okay,"(adv.4) 對,很好地;不錯",,1
774,on,(adv.2) 繼續;向前;開著;;在進行中,,1
775,once,(adv.4) 一次,,1
776,only,"(adv.4) 只,僅僅,才;不料;反而",,1
777,out,(adv.3) 在外地,,1
778,outside,(adv.7) 外面地,,1
779,over,"(adv.4) 在上方;越過;過分,太;再一次",,1
780,past,(adv.4) 過;經過;越過,,1
781,perhaps,(adv.7) 或許;可能,,1
782,pretty,(adv.6) 十分地,,1
783,quick,"(adv.5) 快,迅速地",,1
784,quite,(adv.5) 完全地;相當,,1
785,right,(adv.5) 向右地;馬上,,1
786,round,"(adv.5) 環繞地;循環地;在附近;逐一,挨次",,1
787,same,(adv.4) 同樣地,,1
788,second,"(adv.6) 居第二位;第二,其次",,1
789,sharp,(adv.5) 整(指時刻);銳利地;機警地,,1
790,since,"(adv.5) 此後;之前,以前",,1
791,slow,(adv.4) 慢慢地;遲遲地;慢了地,,1
792,small,"(adv.5) 小聲地;小小地,細小地",,1
793,so,(adv.2) 這麼;也如此,,1
794,sometimes,(adv.9) 有時候,,1
795,soon,(adv.4) 即刻;不久,,1
796,south,(adv.5) 向南方,,1
797,still,(adv.5) 仍然,,1
798,super,(adv.5) 很;極,,1
799,sure,(adv.4) 的確;一定;當然,,1
800,that,"(adv.4) 那樣,那麼",,1
801,then,(adv.4) 當時;之後;那麼,,1
802,there,(adv.5) 在那裡,,1
803,third,(adv.5) 第三名,,1
804,this,"(adv.4) 這麼,這樣地",,1
805,though,"(adv.6) (一般放在句尾)然而,還是",,1
806,thus,"(adv.4) 如此,這樣",,1
807,today,(adv.5) 今天,,1
808,together,(adv.8) 一同,,1
809,tomorrow,(adv.8) 明天,,1
810,tonight,(adv.7) 今夜;今晚,,1
811,too,(adv.3) 也是;過於,,1
812,TRUE,(adv.4) 準確地;真實地,,1
813,twice,(adv.5) 兩次,,1
814,under,"(adv.5) 在下面,在下方;從屬地",,1
815,up,(adv.2) 向上,,1
816,upstairs,(adv.8) 樓上地,,1
817,very,(adv.4) 很;非常,,1
818,well,(adv.4) 很好地;充分地,,1
819,west,(adv.4) 向西方,,1
820,when,(adv.4) 何時,,1
821,where,(adv.5) 在哪兒,,1
822,why,(adv.3) 為什麼,,1
823,wide,(adv.4) 張得(或開得)很大地;充分地,,1
824,worse,"(adv.5) 更壞,更糟,更厲害地",,1
825,worst,"(adv.5) 最壞地,最惡劣地;最不利地",,1
826,wrong,"(adv.5) 錯誤地;邪惡地,不正當地",,1
827,yeah,(adv.4) 是,,1
828,yes,(adv.3) 是,,1
829,yesterday,(adv.9) 昨天,,1
830,yet,(adv.3) 尚未;但是,,1
831,about,(prep.5) 大約;關於,,1
832,above,(prep.5) 在…之上,,1
833,according to,(prep.12) 根據;按照,,1
834,across,(prep.6) 橫越;穿過,,1
835,after,(prep.5) 在…之後,,1
836,against,(prep.7) 反對,,1
837,along,(prep.5) 沿著,,1
838,among,(prep.5) 在...之中,,1
839,around,(prep.6) 差不多;環繞,,1
840,as,(prep.2) 以…的身份；作為,,1
841,at,(prep.2) 在,,1
842,before,(prep.6) 在…之前,,1
843,behind,(prep.6) 在…後面,,1
844,below,(prep.5) 在…之下,,1
845,beside,(prep.6) 在...旁側,,1
846,between,(prep.7) 在…和…之間,,1
847,but,(prep.3) 除...以外,,1
848,by,(prep.2) 經由,,1
849,down,(prep.4) 向下,,1
850,during,(prep.6) 在…期間,,1
851,except,(prep.6) 除…之外,,1
852,excepting,(prep.9) 除...之外,,1
853,for,(prep.3) 為…做的;給,,1
854,from,(prep.4) 從,,1
855,in,(prep.2) 在…之內,,1
856,inside,(prep.6) 在…裡面,,1
857,into,(prep.4) 進入,,1
858,less,(prep.4) 減去;扣除;差...,,1
859,like,(prep.4) 像;如,,1
860,near,(prep.4) 接近,,1
861,of,(prep.2) …的，屬於,,1
862,off,(prep.3) 離去,,1
863,on,(prep.2) 在…上面,,1
864,out,(prep.3) 通過...而出,,1
865,outside,(prep.7) 在外,,1
866,over,(prep.4) 在…之上,,1
867,past,(prep.4) 走過,,1
868,round,"(prep.5) 圍繞,環繞;在...附近;大約",,1
869,since,(prep.5) 由於;自從...之後,,1
870,than,(prep.4) 比; 超過,,1
871,till,(prep.4) 直到,,1
872,to,(prep.2) 到;向,,1
873,toward,(prep.6) 向;對,,1
874,towards,"(prep.7) 向,朝;面對;將近;大約",,1
875,under,(prep.5) 在…下面,,1
876,until,(prep.5) 直到,,1
877,up,(prep.2) 向...上,,1
878,with,(prep.4) 跟...在一起;有,,1
879,after,(conj.5) 在...之後,,1
880,and,(conj.3) 和；及；而；就,,1
881,as,(conj.2) 依照;當...時,,1
882,because,(conj.7) 因為,,1
883,before,"(conj.6) 在...以前;與其...寧可;否則,要不然",,1
884,but,(conj.3) 但是,,1
885,either,(conj.6) 或者(和or連用),,1
886,for,"(conj.3) 因為,由於",,1
887,if,(conj.2) 如果,,1
888,nor,(conj.3) 亦不,,1
889,once,"(conj.4) 一旦,一經...便",,1
890,only,"(conj.4) 可是,不過;要不是,若非",,1
891,or,(conj.2) 或,,1
892,since,(conj.5) 自...以來;因為,,1
893,so,(conj.2) 因此,,1
894,than,(conj.4) 比較,,1
895,that,(conj.4) 以致,,1
896,though,(conj.6) 雖然,,1
897,till,(conj.4) 直到...為止,,1
898,until,(conj.5) 直到...時,,1
899,when,(conj.4) 當...時;既然;然而,,1
900,where,(conj.5) 在...處;到...的地方;...的地方,,1
901,whether,(conj.7) 是否,,1
902,while,(conj.5) 當...的時候,,1
903,yet,(conj.3) 然而,,1
904,act,"(n.3) 行動,法案",,1
905,action,(n.6) 動作,,1
906,actor,(n.5) 男演員,,1
907,actress,(n.7) 女演員,,1
908,address,(n.7) 地址; 演說,,1
909,adult,(n.5) 成年人,,1
910,afternoon,(n.9) 下午;午後,,1
911,age,(n.3) 年齡,,1
912,agreement,(n.9) 同意,,1
913,air,(n.3) 空氣,,1
914,airmail,(n.7) 航空郵件,,1
915,airplane,(n.8) 飛機,,1
916,airport,(n.7) 飛機場,,1
917,all,"(n.3) 全體,一切;全部財產",,1
918,anger,(n.5) 生氣,,1
919,animal,(n.6) 動物,,1
920,answer,(n.6) 答案,,1
921,ant,(n.3) 螞蟻,,1
922,ape,(n.3) 大猩猩,,1
923,apple,(n.5) 蘋果,,1
924,April,(n.5) 四月,,1
925,area,(n.4) 地區;面積,,1
926,arm,(n.3) 手臂,,1
927,army,(n.4) 軍隊;大群,,1
928,art,(n.3) 藝術,,1
929,August,(n.6) 八月,,1
930,aunt,(n.4) 姨媽;姑媽,,1
931,auntie,(n.6) (aunt 的暱稱)伯母;嬸母;姑母;姨母;舅母,,1
932,aunty,(n.5) (aunt 的暱稱)伯母;嬸母;姑母;姨母;舅母,,1
933,autumn,(n.6) 秋季,,1
934,baby,(n.4) 嬰兒,,1
935,back,(n.4) 背部;後面,,1
936,bag,(n.3) 袋子,,1
937,ball,(n.4) 球,,1
938,balloon,(n.7) 汽球,,1
939,banana,(n.6) 香蕉,,1
940,band,(n.4) 樂團;樂隊,,1
941,bank,(n.4) 銀行;堤;岸,,1
942,bar,"(n.3) 棒,條;酒吧",,1
943,barber,(n.6) 男理髮師,,1
944,base,(n.4) 基;底;基部,,1
945,baseball,(n.8) 棒球,,1
946,basket,(n.6) 籃子,,1
947,basketball,(n.10) 籃球,,1
948,bat,(n.3) 球棒;蝙蝠,,1
949,bath,(n.4) 洗澡,,1
950,bathroom,(n.8) 廁所;浴室,,1
951,beach,(n.5) 海灘,,1
952,bear,(n.4) 熊,,1
953,beat,(n.4) 敲打;敲擊聲;心跳聲;滴答聲;拍子,,1
954,beauty,(n.6) 美貌;美人,,1
955,bed,(n.3) 床,,1
956,bee,(n.3) 蜜蜂,,1
957,bell,(n.4) 鈴;鐘,,1
958,best,(n.4) 最好;最佳;最好,,1
959,better,"(n.6) (人或事物)較優者,較好者",,1
960,bicycle,(n.7) 腳踏車,,1
961,bike,(n.4) 腳踏車,,1
962,bird,(n.4) 鳥,,1
963,birth,(n.5) 出生;起源,,1
964,bit,"(n.3) 小片,;少量,一點點;片刻;位元",,1
965,bite,"(n.4) 咬,叮",,1
966,black,(n.5) 黑色;美國黑人,,1
967,block,(n.5) 街區,,1
968,blood,(n.5) 血,,1
969,blow,"(n.4) 吹動,吹氣;強風;吹牛",,1
970,blue,(n.4) 藍色,,1
971,boat,(n.4) 小船,,1
972,body,(n.4) 身體,,1
973,bone,(n.4) 骨頭,,1
974,book,(n.4) 書本,,1
975,bottom,(n.6) 底部;屁股,,1
976,bowl,(n.4) 碗,,1
977,box,(n.3) 箱;盒;匣,,1
978,boy,(n.3) 男孩,,1
979,bread,(n.5) 麵包,,1
980,break,(n.5) 暫停,,1
981,breakfast,(n.9) 早餐,,1
982,bridge,(n.6) 橋,,1
983,brother,(n.7) 兄;弟,,1
984,brown,(n.5) 棕色,,1
985,buck,(n.4) 雄性動物(鹿、羊或兔等),,1
986,bug,(n.3) 小蟲,,1
987,building,(n.8) 建築物,,1
988,bus,(n.3) 公車,,1
989,butter,(n.6) 奶油,,1
990,butterfly,(n.9) 蝴蝶,,1
991,buy,(n.3) 購買;便宜貨,,1
992,bye,(n.3) 次要的東西;(體育比賽中)輪空,,1
993,cab,(n.3) 計程車;出租馬車,,1
994,cage,(n.4) 鳥籠;獸籠,,1
995,cake,(n.4) 蛋糕,,1
996,call,(n.4) 呼叫;請求;通話;(紙牌)叫牌;判決,,1
997,camel,(n.5) 駱駝,,1
998,camera,(n.6) 照相機,,1
999,camp,(n.4) 營地,,1
1000,can,(n.3) 罐頭,,1
1001,candy,(n.5) 糖果,,1
1002,cap,(n.3) 無邊便帽;蓋子,,1
1003,car,(n.3) 汽車,,1
1004,card,(n.4) 卡片,,1
1005,care,(n.4) 看護;保護;照料;管理;關懷;小心,,1
1006,case,(n.4) 盒子;案件,,1
1007,cat,(n.3) 貓,,1
1008,catch,"(n.5) 抓住,捕捉;接球;把手;圈套",,1
1009,cause,(n.5) 原因;理由,,1
1010,cent,(n.4) 分(錢幣),,1
1011,center,(n.6) 中心(點),,1
1012,chance,(n.6) 機會,,1
1013,chart,(n.5) 圖表,,1
1014,chase,(n.5) 追逐;追擊,,1
1015,check,(n.5) 支票;買單,,1
1016,chick,(n.5) 小雞,,1
1017,chicken,(n.7) 雞;雞肉,,1
1018,chief,(n.5) 首領;長官,,1
1019,child,(n.5) 小孩,,1
1020,Christmas,(n.9) 耶誕節,,1
1021,church,(n.6) 教堂,,1
1022,city,(n.4) 都市,,1
1023,class,(n.5) 階級;班級;上課,,1
1024,clean,(n.5) 打掃;去垢,,1
1025,climb,"(n.5) 攀登,攀爬",,1
1026,clock,(n.5) 鐘,,1
1027,close,"(n.5) 結束,終止;(金融)收盤價",,1
1028,cloud,(n.5) 雲,,1
1029,coast,(n.5) 海岸,,1
1030,coat,(n.4) 外套,,1
1031,cocoa,(n.5) 可可粉;可可樹;可可色,,1
1032,coffee,(n.6) 咖啡,,1
1033,Coke,(n.4) 可口可樂,,1
1034,cola,(n.4) 可樂,,1
1035,cold,(n.4) 感冒,,1
1036,color,(n.5) 顏色,,1
1037,common,"(n.6) 公共用地,公有地",,1
1038,cook,(n.4) 廚師,,1
1039,cookie,(n.6) 餅乾,,1
1040,cooky,(n.5) cookie,,1
1041,cool,(n.4) 涼爽,,1
1042,cop,(n.3) 警察,,1
1043,corn,(n.4) 玉米,,1
1044,cost,(n.4) 費用;成本,,1
1045,count,(n.5) 計數;計算,,1
1046,country,(n.7) 國家;鄉下,,1
1047,course,(n.6) 課程;科目,,1
1048,cover,(n.5) 封面,,1
1049,cow,(n.3) 母牛,,1
1050,cowboy,(n.6) 牛仔,,1
1051,crow,"(n.4) 鴉,烏鴉",,1
1052,cry,(n.3) 叫喊;呼叫;(一陣)哭,,1
1053,cub,(n.3) 幼鯨;牛棚,,1
1054,cup,(n.3) 杯子,,1
1055,cut,(n.3) 傷口;刻痕;削減;近路;曠課,,1
1056,dad,(n.3) 父親,,1
1057,daddy,(n.5) 父親,,1
1058,dance,(n.5) 舞會,,1
1059,dancer,(n.6) 舞蹈演員;舞蹈家,,1
1060,danger,(n.6) 危險,,1
1061,dark,"(n.4) 黑暗,暗處;曖昧;隱晦",,1
1062,date,(n.4) 日期,,1
1063,daughter,(n.8) 女兒,,1
1064,day,(n.3) 白天;日,,1
1065,deal,(n.4) 交易,,1
1066,dear,(n.4) (常作稱呼)親愛的(人),,1
1067,death,(n.5) 死亡,,1
1068,December,(n.8) 十二月,,1
1069,deer,(n.4) 鹿,,1
1070,desk,(n.4) 書桌,,1
1071,dig,"(n.3) 刺,戳,碰;挖苦",,1
1072,dinner,(n.6) 晚餐,,1
1073,dish,(n.4) 盤子;一盤菜,,1
1074,dog,(n.3) 狗,,1
1075,doll,(n.4) 洋娃娃,,1
1076,dollar,(n.6) 美元,,1
1077,door,(n.4) 門,,1
1078,dove,(n.4) 鴿,,1
1079,down,(n.4) 下降;蕭條;絨毛;有草丘陵地,,1
1080,downstairs,(n.10) 樓下,,1
1081,dozen,(n.5) 一打,,1
1082,draw,(n.4) 平局;平手,,1
1083,dream,(n.5) 夢,,1
1084,drink,(n.5) 飲料,,1
1085,drinking,(n.8) 喝酒,,1
1086,drive,(n.5) 兜風;車程;幹勁;比賽,,1
1087,driver,(n.6) 司機,,1
1088,duck,(n.4) 鴨,,1
1089,duckling,(n.8) 小鴨,,1
1090,eagle,(n.5) 老鷹,,1
1091,ear,(n.3) 耳朵,,1
1092,earth,(n.5) 地球;土地,,1
1093,ease,"(n.4) 容易;不費力;舒適;悠閒,放鬆,緩和",,1
1094,east,(n.4) 東方,,1
1095,edge,(n.4) 邊緣;優勢,,1
1096,egg,(n.3) 蛋,,1
1097,eight,(n.5) 八,,1
1098,eighteen,(n.8) 十八,,1
1099,eighty,(n.6) 八十,,1
1100,elephant,(n.8) 大象,,1
1101,eleven,(n.6) 十一,,1
1102,end,(n.3) 盡頭;結局,,1
1103,English,(n.7) 英語,,1
1104,enough,"(n.6) 足夠,充分",,1
1105,equal,(n.5) 相等的事物;相等的數量,,1
1106,evening,(n.7) 傍晚,,1
1107,exam,(n.4) 考試,,1
1108,examination,"(n.11) 檢查,調查",,1
1109,example,(n.7) 例子,,1
1110,eye,(n.3) 眼睛,,1
1111,face,(n.4) 臉,,1
1112,fact,(n.4) 事實,,1
1113,factory,(n.7) 工廠,,1
1114,fall,(n.4) 秋天,,1
1115,family,(n.6) 家庭,,1
1116,farm,(n.4) 農場,,1
1117,farmer,(n.6) 農夫,,1
1118,fat,"(n.3) (動,植物)脂肪;油脂",,1
1119,father,(n.6) 父親,,1
1120,fear,(n.4) 懼怕,,1
1121,February,(n.8) 二月,,1
1122,feed,(n.4) (動物或嬰兒的)一餐;飼料,,1
1123,feel,"(n.4) 觸覺;手感;觸,摸;感覺,氣氛",,1
1124,feeling,(n.7) 感覺,,1
1125,feelings,"(n.8) 感覺,觸覺",,1
1126,fifteen,(n.7) 十五,,1
1127,fifty,(n.5) 五十,,1
1128,fight,(n.5) 打架;戰鬥,,1
1129,fill,(n.4) 填滿的量;裝填物,,1
1130,final,(n.5) 決賽;期末考;(當日報紙的)末版,,1
1131,find,(n.4) 發現;發現物,,1
1132,fine,"(n.4) 好天氣; 罰金,罰款",,1
1133,finger,(n.6) 手指,,1
1134,finish,(n.6) 結束;(傢具等)末道漆,,1
1135,fire,(n.4) 火,,1
1136,first,(n.5) 第一;第一個;第一名;優等;開始;開始時間,,1
1137,fish,(n.4) 魚,,1
1138,five,(n.4) 五,,1
1139,floor,(n.5) 地板;樓;室內地上,,1
1140,flower,(n.6) 花,,1
1141,fly,(n.3) 蒼蠅,,1
1142,fog,(n.3) 霧,,1
1143,food,(n.4) 食物,,1
1144,foot,(n.4) 腳;一尺長,,1
1145,force,(n.5) 力量;暴力,,1
1146,forest,(n.6) 森林,,1
1147,fork,(n.4) 叉子,,1
1148,forty,(n.5) 四十,,1
1149,four,(n.4) 四,,1
1150,fourteen,(n.8) 十四,,1
1151,Friday,(n.6) 星期五,,1
1152,friend,(n.6) 朋友,,1
1153,frog,(n.4) 青蛙,,1
1154,front,(n.5) 前方,,1
1155,fruit,(n.5) 水果,,1
1156,fun,(n.3) 樂趣,,1
1157,game,(n.4) 比賽;遊戲,,1
1158,garden,(n.6) 花園,,1
1159,ghost,(n.5) 鬼,,1
1160,gift,(n.4) 禮物,,1
1161,girl,(n.4) 女孩,,1
1162,glass,(n.5) 玻璃杯;玻璃,,1
1163,glasses,(n.7) 眼鏡,,1
1164,go,(n.2) 輪到的機會;嘗試,,1
1165,god,(n.3) 上帝,,1
1166,goddess,(n.7) 女神,,1
1167,gold,(n.4) 黃金,,1
1168,good,(n.4) 利益;好處;優點,,1
1169,good-by,"(n.7) 告別,再見,道別的話",,1
1170,good-bye,(n.8) 告別,,1
1171,goose,(n.5) 鵝,,1
1172,grandchild,(n.10) 孫子;孫女;外孫;外孫女,,1
1173,granddaughter,(n.13) 孫女;外孫女,,1
1174,grandfather,(n.11) 祖父;外祖父,,1
1175,grandma,(n.7) 祖母;外祖母,,1
1176,grandmother,(n.11) 祖母;外祖母,,1
1177,grandpa,(n.7) 祖父;外祖父,,1
1178,grandson,(n.8) 孫子;外孫,,1
1179,grass,(n.5) 草,,1
1180,gray,(n.4) 灰色,,1
1181,great,"(n.5) 偉人們,大人物們",,1
1182,green,(n.5) 綠色,,1
1183,grey,(n.4) 灰色;暗淡的光線,,1
1184,ground,(n.6) 地面,,1
1185,group,(n.5) 一群,,1
1186,guess,(n.5) 猜測,,1
1187,guest,(n.5) 客人,,1
1188,guide,(n.5) 嚮導,,1
1189,gun,(n.3) 槍,,1
1190,hair,(n.4) 頭髮,,1
1191,haircut,(n.7) 理髮,,1
1192,half,(n.4) 一半,,1
1193,ham,(n.3) 火腿,,1
1194,hand,(n.4) 手,,1
1195,hat,(n.3) 帽子,,1
1196,hate,"(n.4) 仇恨,憎恨;厭惡",,1
1197,head,(n.4) 頭;首長,,1
1198,health,(n.6) 健康,,1
1199,heart,(n.5) 心臟,,1
1200,heat,(n.4) 熱氣,,1
1201,hello,(n.5) 表示問候的叫聲,,1
1202,help,"(n.4) 幫助;幫手,助手",,1
1203,here,(n.4) 這裡;今世,,1
1204,high,(n.4) 高水準;高峰;天空,,1
1205,hill,(n.4) 丘陵,,1
1206,history,(n.7) 歷史,,1
1207,hit,(n.3) 打擊;成功而風行一時的事物;安打,,1
1208,hold,"(n.4) 抓住,握住;延遲;延期;耽擱",,1
1209,hole,(n.4) 洞,,1
1210,holiday,(n.7) 假日,,1
1211,home,(n.4) 家,,1
1212,homework,(n.8) 家庭作業,,1
1213,hope,"(n.4) 希望,期望",,1
1214,horse,(n.5) 馬,,1
1215,hour,(n.4) 小時,,1
1216,house,(n.5) 房子,,1
1217,human,(n.5) 人,,1
1218,hundred,(n.7) 一百,,1
1219,hurt,(n.4) (精神上的)創傷;傷;痛,,1
1220,husband,(n.7) 丈夫,,1
1221,ice,(n.3) 冰,,1
1222,idea,(n.4) 主意,,1
1223,inch,(n.4) 英吋,,1
1224,inside,"(n.6) 內部,裡面;內幕",,1
1225,interest,(n.8) 興趣,,1
1226,iron,(n.4) 鐵;熨斗,,1
1227,January,(n.7) 一月,,1
1228,job,(n.3) 職業;工作,,1
1229,join,(n.4) 接合點;接連處,,1
1230,joke,(n.4) 笑話,,1
1231,joy,(n.3) 歡喜;樂趣,,1
1232,juice,(n.5) 果汁,,1
1233,July,(n.4) 七月,,1
1234,jump,(n.4) 跳躍;暴漲,,1
1235,June,(n.4) 六月,,1
1236,keep,"(n.4) 生活費,生計",,1
1237,keeper,(n.6) 保管人;守衛,,1
1238,key,(n.3) 鑰匙,,1
1239,kick,"(n.4) 踢;反衝,後座力;刺激,快感",,1
1240,kid,(n.3) 小孩,,1
1241,kill,(n.4) 獵獲物;屠殺,,1
1242,kind,(n.4) 種類,,1
1243,king,(n.4) 國王,,1
1244,kiss,(n.4) 吻,,1
1245,kitchen,(n.7) 廚房,,1
1246,kite,(n.4) 風箏,,1
1247,kitten,(n.6) 小貓,,1
1248,kitty,(n.5) 小貓,,1
1249,knee,(n.4) 膝蓋,,1
1250,knife,(n.5) 刀子,,1
1251,lack,(n.4) 缺乏,,1
1252,lady,(n.4) 淑女,,1
1253,lake,(n.4) 湖,,1
1254,lamb,(n.4) 小羊,,1
1255,lamp,(n.4) 燈,,1
1256,land,(n.4) 陸地,,1
